,name,business_status,geometry/location/lat,geometry/location/lng,vicinity,place_id
262,Freiwillige Feuerwehr Gerätehaus Bexbach,OPERATIONAL,49.352877,7.251142400000001,"Lessingstraße 43, Bexbach",ChIJJ2IUtVrElUcR5cjrUneQJVc
263,Feuerwehr Kirkel Löschbezirk Altstadt,OPERATIONAL,49.3228109,7.287841599999999,"Am Dorfpl. 4, Kirkel",ChIJsTpcZznFlUcRA16FBb0AYjY
264,Freiwillige Feuerwehr Bexbach - Löschbezirk Kleinottweiler,OPERATIONAL,49.3476867,7.288844099999999,"Mühlenstraße 13, Bexbach",ChIJh_wCp3fElUcRtVAXcwMbUzI
265,Freiwillige Feuerwehr Frankenholz,OPERATIONAL,49.3798393,7.256349999999999,"Am Hirtenberg 1, Bexbach",ChIJM62NJHfElUcRBloagO5z1jM
266,Feuerwehr Oberbexbach,OPERATIONAL,49.3724575,7.269227899999999,"Stockwäldchen 15, Bexbach",ChIJEfEFjIfElUcRCWMbEzJEZ2Q
267,Wehrführer der Gemeinde Wadgassen,OPERATIONAL,49.2504548,6.8134929,"Zur Lambertstraße 68, Wadgassen",ChIJX5nYN5-ulUcR1hJP-n3Xpyg
268,Löschbezirk Wadgassen,CLOSED_PERMANENTLY,49.263022,6.797478099999999,"Treppenstraße 51, Wadgassen",ChIJZdRDubaulUcRQJ9wDAhndoU
269,Freiwillige Feuerwehr Limbach,OPERATIONAL,49.4743145,6.892876999999999,"Dorfstraße 102, Schmelz",ChIJ5dn0v4iilUcRWDn2A3FP4FM
270,Freiwillige Feuerwehr Breitfurt,OPERATIONAL,49.19694459999999,7.2451112,"Mühlenweg 1, Blieskastel",ChIJWQ-G9L_NlUcRex223iPvxEA
271,Freiwillige Feuerwehr Breitfurt neues Gerätehaus,OPERATIONAL,49.1971287,7.2452569,"Bliesdalheimer Str. 65, Blieskastel",ChIJkSyPBr_NlUcRkKBGVDemz9E
272,Feuerwehr Blieskastel,OPERATIONAL,49.24273350000001,7.259786999999999,"Bliesgaustraße 31, Blieskastel",ChIJC1zFl0DOlUcRsIDMzd0T_BI
273,Freiwillige Feuerwehr Bierbach,OPERATIONAL,49.2633357,7.2803399,"Im Serrstrang 5, Blieskastel",ChIJsRO0idHPlUcRklvhR7PDVKA
274,Feuerwehr Kirrberg,OPERATIONAL,49.302511,7.3685322,"Am Dorfpl. 5, Homburg",ChIJbwJIwnHalUcR0QRin8gpTrs
275,KMC Fire Station 4,OPERATIONAL,49.4045503,7.5647562,"Geb 3736, Landstuhl",ChIJ3XRR8yl1lkcRxysXsWpXNzo
276,Feuerwehr Wolfersheim,OPERATIONAL,49.1911716,7.2271271,"Wolfharistraße 53, Blieskastel",ChIJaZYRFLLNlUcR4PeLZKJzCT0
277,Freiwillige Feuerwehr Niederwürzbach,OPERATIONAL,49.24589599999999,7.2053292,"Im Kellerfeld 7, Blieskastel",ChIJydZNMcHOlUcRacPbwEKdcV8
278,Freiwillige Feuerwehr Gerätehaus Mimbach,OPERATIONAL,49.2286107,7.2667807,"Auf dem Mühlhügel 3, Blieskastel",ChIJI4o-KRDOlUcRSwNPIHcanQY
279,Feuerwehr Webenheim,OPERATIONAL,49.24148090000001,7.2731175,"Wattweilerstraße 2, Blieskastel",ChIJWxo33yLOlUcRl99XB6nPoh0
280,Feuerwehr Böckweiler,OPERATIONAL,49.1837917,7.2930108,"Auf dem Bühl 7, Blieskastel",ChIJmw28qGfSlUcR6DbRCLrKlB8
281,Feuerwehr Brenschelbach,OPERATIONAL,49.1515671,7.3355607,"Vogesenstraße 28, Blieskastel",ChIJLdw2vj_TlUcRwdeNNoYcAJk
282,Freiwillige Feuerwehr Seyweiler,OPERATIONAL,49.1610355,7.269966,Gersheim,ChIJRUyZDgDTlUcRxC0huHmzWqI
283,Freiwillige Feuerwehr Herbitzheim,OPERATIONAL,49.16806460000001,7.215577799999999,"Barbarastraße 3, Gersheim",ChIJc_8Ejx3NlUcR_8peiXYXDuY
284,Jugendfeuerwehr Bliesdalheim,OPERATIONAL,49.1727974,7.236770099999999,"Bliestalstraße 30, Gersheim",ChIJP0vhVwrNlUcRpsmSPG6E91U
285,Freiwillige Feuerwehr Walsheim,OPERATIONAL,49.1558952,7.233103499999999,"Bliesdalheimer Weg 9, Gersheim",ChIJGUfDkz7NlUcRzErfGu5ewv0
286,Freiwillige Feuerwehr Rubenheim,OPERATIONAL,49.17458569999999,7.2059381,"Im Bauert 9a, Gersheim",ChIJ5-BIXfrMlUcRr4batheXL0w
287,Freiwillige Feuerwehr Medelsheim,OPERATIONAL,49.1413503,7.275314999999999,"Lothringer Str., Gersheim",ChIJz7VcHKfTlUcRYlBdwqr1rhg
288,Freiwillige Feuerwehr Peppenkum,OPERATIONAL,49.1438715,7.286216899999999,"Riesweilerstraße 3, Gersheim",ChIJ1_AnVgDTlUcRkXeHWhkJvTY
289,Freiwillige Feuerwehr Utweiler,OPERATIONAL,49.12596569999999,7.2998607,"Bruder-Konrad-Straße 11, Gersheim",ChIJN5-SxygtlEcRbX5CYLgtngc
290,Freiwillige Feuerwehr Ommersheim,OPERATIONAL,49.2182437,7.1568096,"Vichter Str. 1, Mandelbachtal",ChIJe1CDzebLlUcRFQUUW_S3tAY
291,Feuerwehr Kirkel Löschbezirk Limbach,OPERATIONAL,49.3140057,7.280260099999999,"In den Stockgärten 112, Kirkel",ChIJKRajH0LFlUcRUXhsy2c9D6g
292,Freiwillige Feuerwehr Hangard,OPERATIONAL,49.3817669,7.2149945,"Höcherbergstraße 14, Neunkirchen",ChIJLSkXhKvGlUcRCMft-UaVbcI
293,KFV Saarpfalz e.V.,OPERATIONAL,49.311648,7.354353100000001,"Kraepelinstraße 11, Homburg",ChIJPw040WHalUcRoJWSnsRGBfk
294,Freiwillige Feuerwehr Jägersburg,OPERATIONAL,49.3705514,7.3260557,"St.-Josef-Straße, Homburg",ChIJUd8kDFHblUcRPB03ZTAcp1o
295,Feurwehrgerätehaus,OPERATIONAL,49.34714,7.412389999999999,"Rosenkopfer Str. 10, Bechhofen",ChIJ3Q2jSN_blUcR8izwdDhQcU8
296,Freiwillige Feuerwehr Schönenberg-Kübelberg,OPERATIONAL,49.4108123,7.383794600000001,"Miesauer Str. 87, Schönenberg-Kübelberg",ChIJYePBNVTclUcRRpPlXwz4jtk
297,Freiwillige Feuerwehr Oberwürzbach,OPERATIONAL,49.2409395,7.1415961,"Steckentalstraße 35, St. Ingbert",ChIJQQ0OWnHJlUcRHlnc12Vz8zE
298,Freiwillige Feuerwehr Lbz. Grügelborn (Feuerwache 4),OPERATIONAL,49.515544,7.209416399999999,"Steinbachstraße, Freisen",ChIJa_NDc6nrlUcRARfEc31230g
299,Freiwillige Feuerwehr Lbz. Reitscheid (Feuerwache 7),OPERATIONAL,49.5292141,7.217671999999999,"Martinstraße 20, Freisen",ChIJX9STXKTrlUcRzpUz7GbzEks
300,Freiwillige Feuerwehr Lbz. Oberkirchen (Feuerwache 6),OPERATIONAL,49.5242171,7.263325799999999,"Haupersweilerstraße, Freisen",ChIJs0uNPV_plUcRMguk7iuWzro
301,Freiwillige Feuerwehr Lbz. Asweiler,OPERATIONAL,49.5502871,7.1924829,"Pfalzstraße 16, Freisen",ChIJGxx-9WHrlUcRE2-BC7VLxyk
302,Freiwillige Feuerwehr Lbz. Freisen (Feuerwache 1),OPERATIONAL,49.5536119,7.2476704,"Burgstraße 16, Freisen",ChIJPV_Vig7slUcRyjurpGoYms0
303,Freiwillige Feuerwehr Rohrbach,OPERATIONAL,49.2842789,7.1595377,"Hinter den Gärten 10, St. Ingbert",ChIJya0pdOvIlUcR5Y12P_lHLYQ
